"past","key","val"
"drove a car","q2_prop",0.999
"wore tie-dye","q2_prop",0.1
"paid their taxes","q2_prop",0.8
"ate pasta","q2_prop",0.2
"drove a car","q2_prop",0.75
"changed their bedsheets","q2_prop",0.6
"washed their hair","q2_prop",0.96
"went on a hike","q2_prop",0.004
"took a vacation","q2_prop",0.09
"wore a hat","q2_prop",0.3
"drank lemonade","q2_prop",0.05
"had a birthday party","q2_prop",0.58
"wore shoes","q2_prop",0.95
"ate breakfast","q2_prop",0.96
"exercised","q2_prop",0.5
"ate meat","q2_prop",0.2
"washed their dishes","q2_prop",0.4
"drank coffee","q2_prop",0.4
"wore a shirt","q2_prop",0.76
"wore glasses","q2_prop",0.25
"went outside","q2_prop",0.75
"used a cell phone","q2_prop",0.4
"took dance lessons","q2_prop",0.01
"wore tie-dye","q2_prop",0.1
"bought their own groceries","q2_prop",0.3
"went to a Renaissance fair","q2_prop",0.01
"went skiing","q2_prop",0.1
"ate pasta","q2_prop",0.3
"wore shoes","q2_prop",0.9
"used a cell phone","q2_prop",0.8
"bought their own groceries","q2_prop",0.8
"went skiing","q2_prop",0.25
"wore glasses","q2_prop",0.48
"wore a shirt","q2_prop",0.975
"went to a Renaissance fair","q2_prop",0.05
"exercised","q2_prop",0.45
"ate breakfast","q2_prop",0.7
"paid their taxes","q2_prop",0.7
"had a birthday party","q2_prop",0.5
"washed their dishes","q2_prop",0.75
"took a vacation","q2_prop",0.3
"went on a hike","q2_prop",0.02
"changed their bedsheets","q2_prop",0.25
"took dance lessons","q2_prop",0.045
"went outside","q2_prop",0.65
"drove a car","q2_prop",0.45
"wore tie-dye","q2_prop",0.001
"drank coffee","q2_prop",0.5
"wore a hat","q2_prop",0.15
"washed their hair","q2_prop",0.85
"drank lemonade","q2_prop",0.2
"ate meat","q2_prop",0.325
"exercised","q2_prop",0.3
"took dance lessons","q2_prop",0.005
"went outside","q2_prop",0.95
"had a birthday party","q2_prop",0.98
"drank coffee","q2_prop",0.85
"ate breakfast","q2_prop",0.999
"wore a hat","q2_prop",0.25
"wore a shirt","q2_prop",0.999
"ate meat","q2_prop",0.75
"drove a car","q2_prop",0.65
"went on a hike","q2_prop",0.037
"drank lemonade","q2_prop",0.6
"wore glasses","q2_prop",0.035
"went skiing","q2_prop",0.002
"paid their taxes","q2_prop",0.95
"bought their own groceries","q2_prop",0.98
"ate pasta","q2_prop",0.075
"wore shoes","q2_prop",0.99
"washed their dishes","q2_prop",0.96
"wore tie-dye","q2_prop",0.015
"changed their bedsheets","q2_prop",0.79
"used a cell phone","q2_prop",0.89
"washed their hair","q2_prop",0.999
"took a vacation","q2_prop",0.095
"went to a Renaissance fair","q2_prop",0.025
"drank lemonade","q2_prop",0.425
"wore a shirt","q2_prop",0.9
"went outside","q2_prop",0.95
"wore tie-dye","q2_prop",0.075
"went to a Renaissance fair","q2_prop",0.005
"bought their own groceries","q2_prop",0.9
"washed their hair","q2_prop",0.95
"wore shoes","q2_prop",0.9
"took dance lessons","q2_prop",0.05
"went skiing","q2_prop",0.075
"drove a car","q2_prop",0.45
"wore glasses","q2_prop",0.2
"used a cell phone","q2_prop",0.85
"ate pasta","q2_prop",0.25
"took a vacation","q2_prop",0.85
"changed their bedsheets","q2_prop",0.425
"ate breakfast","q2_prop",0.995
"exercised","q2_prop",0.7
"paid their taxes","q2_prop",0.825
"drank coffee","q2_prop",0.75
"wore a hat","q2_prop",0.525
"washed their dishes","q2_prop",0.5
"ate meat","q2_prop",0.925
"had a birthday party","q2_prop",0.7
"went on a hike","q2_prop",0.25
"wore a hat","q2_prop",0.05
"took dance lessons","q2_prop",0.005
"wore shoes","q2_prop",0.95
"wore glasses","q2_prop",0.02
"went to a Renaissance fair","q2_prop",0.05
"washed their hair","q2_prop",0.9
"took a vacation","q2_prop",0.1
"drank coffee","q2_prop",0.2
"drank lemonade","q2_prop",0.5
"washed their dishes","q2_prop",0.9
"used a cell phone","q2_prop",0.5
"bought their own groceries","q2_prop",0.4
"ate pasta","q2_prop",0.25
"went on a hike","q2_prop",0.2
"exercised","q2_prop",0.3
"wore a shirt","q2_prop",0.999
"ate meat","q2_prop",0.9
"went skiing","q2_prop",0.2
"paid their taxes","q2_prop",0.8
"wore tie-dye","q2_prop",0.1
"changed their bedsheets","q2_prop",0.7
"drove a car","q2_prop",0.3
"went outside","q2_prop",0.999
"had a birthday party","q2_prop",0.9
"ate breakfast","q2_prop",0.9
"had a birthday party","q2_prop",0.998
"went on a hike","q2_prop",0.08
"took a vacation","q2_prop",0.65
"wore glasses","q2_prop",0.45
"went outside","q2_prop",0.95
"ate pasta","q2_prop",0.35
"ate meat","q2_prop",0.45
"wore a hat","q2_prop",0.25
"exercised","q2_prop",0.45
"took dance lessons","q2_prop",0.01
"changed their bedsheets","q2_prop",0.65
"wore a shirt","q2_prop",0.98
"wore shoes","q2_prop",0.925
"drove a car","q2_prop",0.7
"went to a Renaissance fair","q2_prop",0.001
"paid their taxes","q2_prop",0.8
"drank lemonade","q2_prop",0.1
"wore tie-dye","q2_prop",0.025
"washed their dishes","q2_prop",0.875
"went skiing","q2_prop",0.05
"washed their hair","q2_prop",0.995
"bought their own groceries","q2_prop",0.8
"used a cell phone","q2_prop",0.99
"ate breakfast","q2_prop",0.85
"drank coffee","q2_prop",0.7
"ate pasta","q2_prop",0.6
"ate meat","q2_prop",0.9
"washed their dishes","q2_prop",0.999
"bought their own groceries","q2_prop",0.999
"took dance lessons","q2_prop",0.6
"went outside","q2_prop",0.7
"went skiing","q2_prop",0.2
"paid their taxes","q2_prop",0.8
"washed their hair","q2_prop",0.8
"drank lemonade","q2_prop",0.8
"wore tie-dye","q2_prop",0.8
"changed their bedsheets","q2_prop",0.5
"drove a car","q2_prop",0.7
"ate breakfast","q2_prop",0.7
"went to a Renaissance fair","q2_prop",0.5
"had a birthday party","q2_prop",0.6
"wore a shirt","q2_prop",0.6
"wore shoes","q2_prop",0.6
"wore glasses","q2_prop",0.7
"used a cell phone","q2_prop",0.6
"exercised","q2_prop",0.5
"drank coffee","q2_prop",0.6
"wore a hat","q2_prop",0.4
"went on a hike","q2_prop",0.1
"took a vacation","q2_prop",0.4
"went skiing","q2_prop",0.4
"drank coffee","q2_prop",0.999
"wore tie-dye","q2_prop",0.2
"went to a Renaissance fair","q2_prop",0.2
"washed their dishes","q2_prop",0.999
"exercised","q2_prop",0.8
"paid their taxes","q2_prop",0.999
"drank lemonade","q2_prop",0.2
"took a vacation","q2_prop",0.5
"took dance lessons","q2_prop",0.2
"wore glasses","q2_prop",0.8
"wore a shirt","q2_prop",0.999
"wore a hat","q2_prop",0.4
"drove a car","q2_prop",0.5
"ate breakfast","q2_prop",0.8
"went on a hike","q2_prop",0.6
"had a birthday party","q2_prop",0.4
"changed their bedsheets","q2_prop",0.2
"ate meat","q2_prop",0.4
"used a cell phone","q2_prop",0.8
"wore shoes","q2_prop",0.999
"washed their hair","q2_prop",0.8
"bought their own groceries","q2_prop",0.7
"went outside","q2_prop",0.999
"ate pasta","q2_prop",0.4
"went outside","q2_prop",0.9
"used a cell phone","q2_prop",0.6
"had a birthday party","q2_prop",0.4
"ate breakfast","q2_prop",0.85
"went to a Renaissance fair","q2_prop",0.2
"bought their own groceries","q2_prop",0.9
"took a vacation","q2_prop",0.7
"ate meat","q2_prop",0.75
"washed their dishes","q2_prop",0.7
"exercised","q2_prop",0.5
"changed their bedsheets","q2_prop",0.6
"drove a car","q2_prop",0.5
"wore glasses","q2_prop",0.38
"went on a hike","q2_prop",0.2
"wore a hat","q2_prop",0.2
"took dance lessons","q2_prop",0.1
"drank coffee","q2_prop",0.6
"wore tie-dye","q2_prop",0.1
"wore shoes","q2_prop",0.8
"paid their taxes","q2_prop",0.7
"washed their hair","q2_prop",0.999
"wore a shirt","q2_prop",0.999
"went skiing","q2_prop",0.3
"drank lemonade","q2_prop",0.1
"ate pasta","q2_prop",0.3
"went to a Renaissance fair","q2_prop",0.005
"washed their dishes","q2_prop",0.5
"wore a shirt","q2_prop",0.75
"drank lemonade","q2_prop",0.1
"wore a hat","q2_prop",0.25
"paid their taxes","q2_prop",0.75
"ate meat","q2_prop",0.75
"went outside","q2_prop",0.5
"ate pasta","q2_prop",0.25
"bought their own groceries","q2_prop",0.75
"drank coffee","q2_prop",0.5
"went skiing","q2_prop",0.25
"wore glasses","q2_prop",0.1
"ate breakfast","q2_prop",0.75
"wore shoes","q2_prop",0.75
"drove a car","q2_prop",0.5
"exercised","q2_prop",0.5
"had a birthday party","q2_prop",0.75
"changed their bedsheets","q2_prop",0.1
"took a vacation","q2_prop",0.5
"used a cell phone","q2_prop",0.75
"went on a hike","q2_prop",0.1
"wore tie-dye","q2_prop",0.001
"took dance lessons","q2_prop",0.01
"washed their hair","q2_prop",0.75
"wore tie-dye","q2_prop",0.01
"wore shoes","q2_prop",0.915
"drank lemonade","q2_prop",0.175
"went skiing","q2_prop",0.1
"wore glasses","q2_prop",0.45
"ate meat","q2_prop",0.75
"took dance lessons","q2_prop",0.025
"ate pasta","q2_prop",0.525
"exercised","q2_prop",0.875
"went on a hike","q2_prop",0.25
"ate breakfast","q2_prop",0.925
"had a birthday party","q2_prop",0.54
"took a vacation","q2_prop",0.41
"washed their hair","q2_prop",0.95
"drank coffee","q2_prop",0.62
"changed their bedsheets","q2_prop",0.315
"washed their dishes","q2_prop",0.6
"bought their own groceries","q2_prop",0.3
"wore a hat","q2_prop",0.475
"used a cell phone","q2_prop",0.75
"went to a Renaissance fair","q2_prop",0.11
"drove a car","q2_prop",0.35
"wore a shirt","q2_prop",0.975
"went outside","q2_prop",0.9
"paid their taxes","q2_prop",0.465
"ate pasta","q2_prop",0.008
"drank lemonade","q2_prop",0.15
"used a cell phone","q2_prop",0.8
"paid their taxes","q2_prop",0.45
"washed their dishes","q2_prop",0.5
"ate breakfast","q2_prop",0.88
"bought their own groceries","q2_prop",0.68
"ate meat","q2_prop",0.65
"drove a car","q2_prop",0.5
"wore shoes","q2_prop",0.91
"washed their hair","q2_prop",0.935
"went skiing","q2_prop",0.04
"had a birthday party","q2_prop",0.52
"took a vacation","q2_prop",0.45
"took dance lessons","q2_prop",0.02
"wore a hat","q2_prop",0.2
"changed their bedsheets","q2_prop",0.49
"exercised","q2_prop",0.6
"drank coffee","q2_prop",0.38
"went outside","q2_prop",0.8
"went to a Renaissance fair","q2_prop",0.003
"wore glasses","q2_prop",0.18
"went on a hike","q2_prop",0.08
"wore a shirt","q2_prop",0.95
"wore tie-dye","q2_prop",0.011
"wore a hat","q2_prop",0.1
"paid their taxes","q2_prop",0.989
"changed their bedsheets","q2_prop",0.975
"wore tie-dye","q2_prop",0.01
"exercised","q2_prop",0.8
"used a cell phone","q2_prop",0.95
"had a birthday party","q2_prop",0.5
"wore glasses","q2_prop",0.6
"went skiing","q2_prop",0.025
"bought their own groceries","q2_prop",0.4
"washed their dishes","q2_prop",0.3
"washed their hair","q2_prop",0.75
"took dance lessons","q2_prop",0.05
"ate meat","q2_prop",0.6
"drove a car","q2_prop",0.4
"went to a Renaissance fair","q2_prop",0.05
"wore shoes","q2_prop",0.9
"went on a hike","q2_prop",0.02
"wore a shirt","q2_prop",0.95
"ate pasta","q2_prop",0.4
"drank coffee","q2_prop",0.6
"ate breakfast","q2_prop",0.9
"drank lemonade","q2_prop",0.005
"took a vacation","q2_prop",0.3
"went outside","q2_prop",0.6
"went skiing","q2_prop",0.025
"ate breakfast","q2_prop",0.5
"wore a hat","q2_prop",0.5
"went outside","q2_prop",0.9
"washed their dishes","q2_prop",0.3
"wore glasses","q2_prop",0.2
"bought their own groceries","q2_prop",0.2
"took dance lessons","q2_prop",0.02
"had a birthday party","q2_prop",0.1
"took a vacation","q2_prop",0.1
"went to a Renaissance fair","q2_prop",0.02
"used a cell phone","q2_prop",0.5
"exercised","q2_prop",0.4
"went on a hike","q2_prop",0.05
"drank lemonade","q2_prop",0.2
"changed their bedsheets","q2_prop",0.2
"paid their taxes","q2_prop",0.1
"drove a car","q2_prop",0.9
"ate meat","q2_prop",0.9
"wore shoes","q2_prop",0.999
"ate pasta","q2_prop",0.4
"wore tie-dye","q2_prop",0.2
"washed their hair","q2_prop",0.4
"drank coffee","q2_prop",0.2
"wore a shirt","q2_prop",0.999
"ate breakfast","q2_prop",0.9
"took a vacation","q2_prop",0.5
"wore glasses","q2_prop",0.4
"went skiing","q2_prop",0.05
"washed their dishes","q2_prop",0.8
"drank lemonade","q2_prop",0.2
"wore shoes","q2_prop",0.9
"changed their bedsheets","q2_prop",0.6
"ate meat","q2_prop",0.8
"bought their own groceries","q2_prop",0.95
"used a cell phone","q2_prop",0.9
"wore a shirt","q2_prop",0.99
"went outside","q2_prop",0.95
"went to a Renaissance fair","q2_prop",0.01
"drank coffee","q2_prop",0.9
"went on a hike","q2_prop",0.01
"paid their taxes","q2_prop",0.95
"took dance lessons","q2_prop",0.05
"exercised","q2_prop",0.5
"had a birthday party","q2_prop",0.5
"wore tie-dye","q2_prop",0.01
"ate pasta","q2_prop",0.2
"wore a hat","q2_prop",0.2
"drove a car","q2_prop",0.2
"washed their hair","q2_prop",0.5
"washed their hair","q2_prop",0.95
"used a cell phone","q2_prop",0.9
"washed their dishes","q2_prop",0.98
"went outside","q2_prop",0.97
"changed their bedsheets","q2_prop",0.9
"paid their taxes","q2_prop",0.9
"went skiing","q2_prop",0.1
"drank lemonade","q2_prop",0.04
"bought their own groceries","q2_prop",0.85
"ate meat","q2_prop",0.7
"wore shoes","q2_prop",0.95
"wore glasses","q2_prop",0.3
"took a vacation","q2_prop",0.45
"went to a Renaissance fair","q2_prop",0.2
"exercised","q2_prop",0.5
"had a birthday party","q2_prop",0.5
"ate pasta","q2_prop",0.2
"took dance lessons","q2_prop",0.03
"wore a hat","q2_prop",0.3
"ate breakfast","q2_prop",0.8
"wore a shirt","q2_prop",0.99
"drank coffee","q2_prop",0.5
"drove a car","q2_prop",0.65
"wore tie-dye","q2_prop",0.005
"went on a hike","q2_prop",0.075
"wore tie-dye","q2_prop",0.1
"wore a hat","q2_prop",0.5
"went skiing","q2_prop",0.1
"drank coffee","q2_prop",0.7
"drank lemonade","q2_prop",0.3
"went outside","q2_prop",0.85
"changed their bedsheets","q2_prop",0.4
"bought their own groceries","q2_prop",0.8
"went to a Renaissance fair","q2_prop",0.2
"drove a car","q2_prop",0.7
"went on a hike","q2_prop",0.5
"ate pasta","q2_prop",0.5
"washed their dishes","q2_prop",0.7
"used a cell phone","q2_prop",0.999
"ate meat","q2_prop",0.8
"wore shoes","q2_prop",0.9
"had a birthday party","q2_prop",0.5
"ate breakfast","q2_prop",0.999
"took a vacation","q2_prop",0.9
"took dance lessons","q2_prop",0.1
"paid their taxes","q2_prop",0.5
"wore glasses","q2_prop",0.6
"washed their hair","q2_prop",0.999
"exercised","q2_prop",0.999
"wore a shirt","q2_prop",0.999
"washed their hair","q2_prop",0.9
"ate breakfast","q2_prop",0.95
"wore shoes","q2_prop",0.85
"used a cell phone","q2_prop",0.6
"took a vacation","q2_prop",0.5
"paid their taxes","q2_prop",0.75
"drank lemonade","q2_prop",0.4
"went on a hike","q2_prop",0.5
"wore a shirt","q2_prop",0.95
"wore glasses","q2_prop",0.4
"changed their bedsheets","q2_prop",0.7
"exercised","q2_prop",0.7
"wore tie-dye","q2_prop",0.2
"wore a hat","q2_prop",0.4
"had a birthday party","q2_prop",0.85
"drove a car","q2_prop",0.9
"went outside","q2_prop",0.95
"bought their own groceries","q2_prop",0.85
"ate meat","q2_prop",0.9
"went to a Renaissance fair","q2_prop",0.3
"drank coffee","q2_prop",0.7
"washed their dishes","q2_prop",0.8
"went skiing","q2_prop",0.4
"ate pasta","q2_prop",0.6
"took dance lessons","q2_prop",0.3
"used a cell phone","q2_prop",0.96
"wore a hat","q2_prop",0.35
"washed their hair","q2_prop",0.92
"had a birthday party","q2_prop",0.52
"drove a car","q2_prop",0.5
"wore tie-dye","q2_prop",0.04
"changed their bedsheets","q2_prop",0.4
"drank coffee","q2_prop",0.675
"went skiing","q2_prop",0.2
"paid their taxes","q2_prop",0.9
"drank lemonade","q2_prop",0.125
"washed their dishes","q2_prop",0.4
"wore glasses","q2_prop",0.4
"wore a shirt","q2_prop",0.98
"exercised","q2_prop",0.5
"ate pasta","q2_prop",0.35
"wore shoes","q2_prop",0.97
"took a vacation","q2_prop",0.6
"went to a Renaissance fair","q2_prop",0.075
"went on a hike","q2_prop",0.45
"ate breakfast","q2_prop",0.97
"went outside","q2_prop",0.97
"took dance lessons","q2_prop",0.04
"bought their own groceries","q2_prop",0.8
"ate meat","q2_prop",0.5
"paid their taxes","q2_prop",0.85
"drank lemonade","q2_prop",0.05
"had a birthday party","q2_prop",0.6
"washed their hair","q2_prop",0.9
"took a vacation","q2_prop",0.4
"wore a shirt","q2_prop",0.995
"wore a hat","q2_prop",0.7
"ate pasta","q2_prop",0.25
"used a cell phone","q2_prop",0.9
"bought their own groceries","q2_prop",0.7
"changed their bedsheets","q2_prop",0.5
"washed their dishes","q2_prop",0.7
"wore tie-dye","q2_prop",0.05
"ate meat","q2_prop",0.8
"took dance lessons","q2_prop",0.02
"went skiing","q2_prop",0.2
"went to a Renaissance fair","q2_prop",0.2
"wore glasses","q2_prop",0.35
"exercised","q2_prop",0.85
"drove a car","q2_prop",0.4
"ate breakfast","q2_prop",0.9
"wore shoes","q2_prop",0.95
"went on a hike","q2_prop",0.25
"drank coffee","q2_prop",0.7
"went outside","q2_prop",0.99
"took a vacation","q2_prop",0.5
"changed their bedsheets","q2_prop",0.3
"went skiing","q2_prop",0.275
"wore a shirt","q2_prop",0.96
"wore shoes","q2_prop",0.865
"bought their own groceries","q2_prop",0.775
"drank lemonade","q2_prop",0.11
"ate meat","q2_prop",0.65
"exercised","q2_prop",0.5
"wore a hat","q2_prop",0.45
"paid their taxes","q2_prop",0.7
"wore tie-dye","q2_prop",0.05
"ate pasta","q2_prop",0.2
"had a birthday party","q2_prop",0.8
"went to a Renaissance fair","q2_prop",0.25
"went on a hike","q2_prop",0.145
"washed their hair","q2_prop",0.999
"drove a car","q2_prop",0.8
"took dance lessons","q2_prop",0.1
"drank coffee","q2_prop",0.7
"used a cell phone","q2_prop",0.8
"ate breakfast","q2_prop",0.85
"wore glasses","q2_prop",0.335
"went outside","q2_prop",0.8
"washed their dishes","q2_prop",0.8
"ate meat","q2_prop",0.75
"used a cell phone","q2_prop",0.85
"ate pasta","q2_prop",0.65
"washed their dishes","q2_prop",0.9
"took dance lessons","q2_prop",0.2
"took a vacation","q2_prop",0.6
"went on a hike","q2_prop",0.5
"wore a hat","q2_prop",0.7
"exercised","q2_prop",0.7
"had a birthday party","q2_prop",0.7
"bought their own groceries","q2_prop",0.8
"wore shoes","q2_prop",0.95
"went skiing","q2_prop",0.4
"went outside","q2_prop",0.9
"changed their bedsheets","q2_prop",0.9
"went to a Renaissance fair","q2_prop",0.2
"drove a car","q2_prop",0.7
"drank lemonade","q2_prop",0.5
"washed their hair","q2_prop",0.95
"paid their taxes","q2_prop",0.9
"drank coffee","q2_prop",0.75
"wore tie-dye","q2_prop",0.3
"ate breakfast","q2_prop",0.85
"wore glasses","q2_prop",0.5
"wore a shirt","q2_prop",0.95
"wore a shirt","q2_prop",0.975
"went outside","q2_prop",0.975
"drank lemonade","q2_prop",0.2
"had a birthday party","q2_prop",0.3
"wore glasses","q2_prop",0.6
"paid their taxes","q2_prop",0.9
"took dance lessons","q2_prop",0.05
"ate pasta","q2_prop",0.25
"ate breakfast","q2_prop",0.6
"ate meat","q2_prop",0.5
"used a cell phone","q2_prop",0.8
"wore tie-dye","q2_prop",0.05
"took a vacation","q2_prop",0.5
"exercised","q2_prop",0.5
"went to a Renaissance fair","q2_prop",0.05
"washed their dishes","q2_prop",0.6
"went on a hike","q2_prop",0.15
"wore a hat","q2_prop",0.4
"drank coffee","q2_prop",0.5
"bought their own groceries","q2_prop",0.5
"washed their hair","q2_prop",0.9
"changed their bedsheets","q2_prop",0.6
"wore shoes","q2_prop",0.95
"went skiing","q2_prop",0.1
"drove a car","q2_prop",0.4
"drove a car","q2_prop",0.4
"went outside","q2_prop",0.7
"ate breakfast","q2_prop",0.8
"went on a hike","q2_prop",0.25
"had a birthday party","q2_prop",0.8
"wore a hat","q2_prop",0.3
"wore a shirt","q2_prop",0.95
"washed their dishes","q2_prop",0.5
"bought their own groceries","q2_prop",0.5
"went skiing","q2_prop",0.25
"washed their hair","q2_prop",0.95
"drank coffee","q2_prop",0.65
"wore tie-dye","q2_prop",0.15
"exercised","q2_prop",0.65
"used a cell phone","q2_prop",0.9
"took dance lessons","q2_prop",0.05
"ate pasta","q2_prop",0.6
"ate meat","q2_prop",0.7
"wore shoes","q2_prop",0.8
"went to a Renaissance fair","q2_prop",0.25
"wore glasses","q2_prop",0.35
"changed their bedsheets","q2_prop",0.2
"paid their taxes","q2_prop",0.8
"drank lemonade","q2_prop",0.25
"took a vacation","q2_prop",0.5
"exercised","q2_prop",0.3
"took dance lessons","q2_prop",0.015
"used a cell phone","q2_prop",0.9
"wore tie-dye","q2_prop",0.005
"went skiing","q2_prop",0.03
"washed their dishes","q2_prop",0.775
"changed their bedsheets","q2_prop",0.6
"bought their own groceries","q2_prop",0.6
"went to a Renaissance fair","q2_prop",0.005
"washed their hair","q2_prop",0.95
"drove a car","q2_prop",0.6
"wore glasses","q2_prop",0.15
"ate pasta","q2_prop",0.4
"drank coffee","q2_prop",0.5
"went on a hike","q2_prop",0.015
"ate breakfast","q2_prop",0.8
"ate meat","q2_prop",0.5
"wore a hat","q2_prop",0.25
"paid their taxes","q2_prop",0.85
"drank lemonade","q2_prop",0.05
"wore shoes","q2_prop",0.935
"went outside","q2_prop",0.96
"took a vacation","q2_prop",0.35
"wore a shirt","q2_prop",0.965
"had a birthday party","q2_prop",0.5
"washed their hair","q2_prop",0.96
"ate meat","q2_prop",0.8
"went outside","q2_prop",0.965
"took dance lessons","q2_prop",0.005
"wore a shirt","q2_prop",0.7
"had a birthday party","q2_prop",0.9
"drove a car","q2_prop",0.4
"ate pasta","q2_prop",0.3
"paid their taxes","q2_prop",0.5
"took a vacation","q2_prop",0.7
"went on a hike","q2_prop",0.2
"drank lemonade","q2_prop",0.05
"wore glasses","q2_prop",0.2
"washed their dishes","q2_prop",0.3
"went skiing","q2_prop",0.2
"went to a Renaissance fair","q2_prop",0.01
"drank coffee","q2_prop",0.5
"ate breakfast","q2_prop",0.8
"used a cell phone","q2_prop",0.96
"wore tie-dye","q2_prop",0.001
"wore shoes","q2_prop",0.995
"bought their own groceries","q2_prop",0.9
"wore a hat","q2_prop",0.01
"changed their bedsheets","q2_prop",0.9
"exercised","q2_prop",0.5
"went to a Renaissance fair","q2_prop",0.005
"washed their hair","q2_prop",0.935
"ate breakfast","q2_prop",0.79
"used a cell phone","q2_prop",0.7
"had a birthday party","q2_prop",0.19
"paid their taxes","q2_prop",0.7
"went on a hike","q2_prop",0.32
"wore a hat","q2_prop",0.3
"ate meat","q2_prop",0.72
"ate pasta","q2_prop",0.29
"wore glasses","q2_prop",0.18
"took dance lessons","q2_prop",0.035
"wore shoes","q2_prop",0.9
"drank coffee","q2_prop",0.55
"went outside","q2_prop",0.5
"went skiing","q2_prop",0.18
"exercised","q2_prop",0.4
"washed their dishes","q2_prop",0.4
"changed their bedsheets","q2_prop",0.1
"wore a shirt","q2_prop",0.9
"bought their own groceries","q2_prop",0.22
"drove a car","q2_prop",0.31
"wore tie-dye","q2_prop",0.05
"took a vacation","q2_prop",0.45
"drank lemonade","q2_prop",0.045
"went outside","q2_prop",0.8
"had a birthday party","q2_prop",0.65
"wore tie-dye","q2_prop",0.05
"ate breakfast","q2_prop",0.95
"took a vacation","q2_prop",0.4
"bought their own groceries","q2_prop",0.97
"took dance lessons","q2_prop",0.05
"washed their dishes","q2_prop",0.98
"exercised","q2_prop",0.55
"wore a hat","q2_prop",0.12
"drank coffee","q2_prop",0.91
"changed their bedsheets","q2_prop",0.75
"went skiing","q2_prop",0.1
"wore glasses","q2_prop",0.7
"drove a car","q2_prop",0.8
"washed their hair","q2_prop",0.985
"went to a Renaissance fair","q2_prop",0.08
"wore a shirt","q2_prop",0.999
"ate pasta","q2_prop",0.3
"went on a hike","q2_prop",0.2
"used a cell phone","q2_prop",0.925
"ate meat","q2_prop",0.7
"drank lemonade","q2_prop",0.1
"wore shoes","q2_prop",0.95
"paid their taxes","q2_prop",0.925
